date,time,cash_type,card,price,coffee_name
2024-10-05,11:46,card,ANON-0000-0000-0620,1.986,Espresso
2024-10-05,14:22,card,ANON-0000-0000-0495,3.086,Americano with Milk
2024-10-05,11:04,card,ANON-0000-0000-0055,3.576,Hot Chocolate
2024-10-05,14:12,card,ANON-0000-0000-0993,2.596,Americano
2024-10-05,13:35,card,ANON-0000-0000-0741,2.596,Cortado
2024-10-05,09:30,card,ANON-0000-0000-1107,3.576,Latte
2024-10-05,14:03,card,ANON-0000-0000-0314,2.596,Cortado
2024-10-05,17:16,card,ANON-0000-0000-0234,3.576,Cocoa
2024-10-05,19:38,card,ANON-0000-0000-0024,2.596,Cortado
2024-10-06,09:52,card,ANON-0000-0000-0063,2.596,Americano
2024-10-06,16:03,card,ANON-0000-0000-0123,3.576,Latte
2024-10-06,15:53,card,ANON-0000-0000-0100,3.576,Latte
2024-10-06,13:26,card,ANON-0000-0000-0000,2.596,Cortado
2024-10-06,12:51,card,ANON-0000-0000-0275,3.576,Latte
2024-10-06,07:03,card,ANON-0000-0000-0067,3.576,Cappuccino
2024-10-06,16:04,card,ANON-0000-0000-0968,2.596,Americano
2024-10-06,13:44,card,ANON-0000-0000-0067,3.576,Cappuccino
2024-10-06,16:58,card,ANON-0000-0000-0976,2.596,Americano
2024-10-06,08:27,card,ANON-0000-0000-0792,3.576,Latte
2024-10-06,07:34,card,ANON-0000-0000-0508,3.576,Cappuccino
2024-10-07,17:06,card,ANON-0000-0000-0103,2.596,Americano
2024-10-07,12:52,card,ANON-0000-0000-0185,3.086,Americano with Milk
2024-10-07,09:40,card,ANON-0000-0000-0932,3.576,Latte
2024-10-07,08:06,card,ANON-0000-0000-1062,2.596,Cortado
2024-10-07,08:33,card,ANON-0000-0000-0753,2.596,Americano
2024-10-07,08:56,card,ANON-0000-0000-0499,3.576,Hot Chocolate
2024-10-07,10:16,card,ANON-0000-0000-1088,3.576,Hot Chocolate
2024-10-08,10:25,card,ANON-0000-0000-0768,3.576,Hot Chocolate
2024-10-08,09:18,card,ANON-0000-0000-0740,2.596,Americano
2024-10-08,10:30,card,ANON-0000-0000-1179,3.576,Latte
2024-10-08,17:00,card,ANON-0000-0000-0141,1.986,Espresso
2024-10-08,14:28,card,ANON-0000-0000-0558,1.986,Espresso
2024-10-08,09:37,card,ANON-0000-0000-0502,3.576,Cappuccino
2024-10-08,16:44,card,ANON-0000-0000-0775,2.596,Cortado
2024-10-08,12:37,card,ANON-0000-0000-0213,3.576,Latte
2024-10-08,15:54,card,ANON-0000-0000-0968,3.086,Americano with Milk
2024-10-08,12:06,card,ANON-0000-0000-0538,2.596,Americano
2024-10-08,16:38,card,ANON-0000-0000-0760,3.086,Americano with Milk
2024-10-08,15:30,card,ANON-0000-0000-0869,3.576,Latte
2024-10-08,08:57,card,ANON-0000-0000-1082,2.596,Americano
2024-10-08,09:25,card,ANON-0000-0000-0812,3.086,Americano with Milk
2024-10-08,11:49,cash,,3.086,Americano with Milk
2024-10-08,16:46,card,ANON-0000-0000-1024,2.596,Cortado
2024-10-08,16:14,card,ANON-0000-0000-0466,2.596,Americano
2024-10-08,07:44,card,ANON-0000-0000-0258,3.576,Latte
2024-10-09,10:13,card,ANON-0000-0000-0454,3.576,Latte
2024-10-09,18:24,card,ANON-0000-0000-0474,2.596,Americano
2024-10-09,18:55,card,ANON-0000-0000-0460,3.576,Cocoa
2024-10-09,07:27,card,ANON-0000-0000-0981,2.596,Cortado
2024-10-09,20:37,card,ANON-0000-0000-1115,3.576,Latte
2024-10-09,13:28,card,ANON-0000-0000-0078,2.596,Cortado
2024-10-09,12:34,card,ANON-0000-0000-0350,3.576,Latte
2024-10-09,08:50,card,ANON-0000-0000-0494,2.596,Americano
2024-10-09,10:07,card,ANON-0000-0000-0683,3.576,Latte
2024-10-10,10:13,card,ANON-0000-0000-1176,2.596,Americano
2024-10-10,09:11,card,ANON-0000-0000-0531,3.576,Latte
2024-10-10,10:56,card,ANON-0000-0000-0218,3.086,Americano with Milk
2024-10-10,07:23,card,ANON-0000-0000-0809,3.576,Hot Chocolate
2024-10-10,12:37,card,ANON-0000-0000-0205,3.576,Cappuccino
2024-10-10,09:23,card,ANON-0000-0000-0023,3.576,Latte
2024-10-10,10:30,card,ANON-0000-0000-0738,3.086,Americano with Milk
2024-10-10,20:04,card,ANON-0000-0000-0194,3.086,Americano with Milk
2024-10-10,17:01,card,ANON-0000-0000-0414,3.086,Americano with Milk
2024-10-11,12:45,card,ANON-0000-0000-0694,3.086,Americano with Milk
2024-10-11,17:55,card,ANON-0000-0000-0051,3.086,Americano with Milk
2024-10-11,10:50,card,ANON-0000-0000-0595,3.576,Latte
2024-10-11,17:17,card,ANON-0000-0000-0489,3.576,Hot Chocolate
2024-10-11,13:49,card,ANON-0000-0000-0110,3.086,Americano with Milk
2024-10-11,12:33,card,ANON-0000-0000-0324,3.086,Americano with Milk
2024-10-11,18:39,card,ANON-0000-0000-0495,3.576,Cappuccino
2024-10-11,20:48,card,ANON-0000-0000-0235,3.086,Americano with Milk
2024-10-11,12:30,card,ANON-0000-0000-0610,3.576,Latte
2024-10-11,20:46,card,ANON-0000-0000-0779,3.086,Americano with Milk
2024-10-11,19:19,card,ANON-0000-0000-0811,3.576,Cocoa
2024-10-11,11:07,card,ANON-0000-0000-0646,3.576,Cocoa
2024-10-11,13:40,card,ANON-0000-0000-1132,3.576,Latte
2024-10-11,15:57,card,ANON-0000-0000-0880,3.086,Americano with Milk
2024-10-12,09:42,card,ANON-0000-0000-0537,3.576,Latte
2024-10-12,10:34,card,ANON-0000-0000-1009,3.576,Latte
2024-10-12,11:43,card,ANON-0000-0000-0333,2.596,Americano
2024-10-12,09:44,card,ANON-0000-0000-1166,3.576,Cappuccino
2024-10-12,15:28,card,ANON-0000-0000-0358,3.576,Hot Chocolate
2024-10-12,14:21,cash,,2.596,Cortado
2024-10-12,09:52,card,ANON-0000-0000-0387,3.086,Americano with Milk
2024-10-12,07:03,card,ANON-0000-0000-0384,3.086,Americano with Milk
2024-10-12,09:51,card,ANON-0000-0000-0501,3.576,Cappuccino
2024-10-12,09:33,card,ANON-0000-0000-0238,3.576,Cappuccino
2024-10-12,12:10,card,ANON-0000-0000-0079,2.596,Americano
2024-10-12,19:13,card,ANON-0000-0000-0836,2.596,Americano
2024-10-13,12:34,card,ANON-0000-0000-0820,3.086,Americano with Milk
2024-10-13,11:46,cash,,3.576,Hot Chocolate
2024-10-14,08:21,card,ANON-0000-0000-0201,2.596,Americano
2024-10-14,08:39,card,ANON-0000-0000-0906,2.596,Cortado
2024-10-14,10:33,card,ANON-0000-0000-0699,2.596,Americano
2024-10-14,16:52,card,ANON-0000-0000-1180,2.596,Cortado
2024-10-14,08:45,card,ANON-0000-0000-0976,3.086,Americano with Milk
2024-10-14,11:35,card,ANON-0000-0000-0030,3.576,Cappuccino
2024-10-14,14:44,card,ANON-0000-0000-1123,2.596,Cortado
2024-10-14,08:11,card,ANON-0000-0000-0693,3.086,Americano with Milk
2024-10-14,14:02,card,ANON-0000-0000-0578,2.596,Americano
2024-10-14,15:58,card,ANON-0000-0000-0198,3.576,Latte
2024-10-14,13:14,card,ANON-0000-0000-0970,2.596,Americano
2024-10-14,18:46,card,ANON-0000-0000-0252,2.596,Cortado
2024-10-14,10:14,card,ANON-0000-0000-0724,3.576,Latte
2024-10-14,09:58,card,ANON-0000-0000-0513,2.596,Americano
2024-10-14,10:54,card,ANON-0000-0000-0517,3.086,Americano with Milk
2024-10-14,09:13,card,ANON-0000-0000-1105,1.986,Espresso
2024-10-15,18:27,card,ANON-0000-0000-0629,2.596,Americano
2024-10-15,09:49,card,ANON-0000-0000-0976,3.576,Latte
2024-10-15,15:40,card,ANON-0000-0000-0862,2.596,Americano
2024-10-15,17:45,card,ANON-0000-0000-0610,3.086,Americano with Milk
2024-10-15,18:56,card,ANON-0000-0000-0244,3.576,Hot Chocolate
2024-10-15,15:51,card,ANON-0000-0000-0987,3.576,Cappuccino
2024-10-15,13:47,card,ANON-0000-0000-1056,2.596,Americano
2024-10-15,16:51,cash,,3.576,Cappuccino
2024-10-15,09:45,card,ANON-0000-0000-0778,2.596,Americano
2024-10-15,13:28,card,ANON-0000-0000-1183,2.596,Cortado
2024-10-15,15:00,card,ANON-0000-0000-0065,3.576,Cappuccino
2024-10-15,11:48,cash,,3.086,Americano with Milk
2024-10-15,08:01,card,ANON-0000-0000-0286,3.576,Cocoa
2024-10-15,09:58,card,ANON-0000-0000-1153,2.596,Americano
2024-10-15,08:09,card,ANON-0000-0000-0739,2.596,Americano
2024-10-15,13:37,card,ANON-0000-0000-0829,3.576,Cappuccino
2024-10-15,17:20,card,ANON-0000-0000-1158,3.576,Hot Chocolate
2024-10-15,14:32,card,ANON-0000-0000-0462,3.576,Cappuccino
2024-10-15,11:32,card,ANON-0000-0000-1126,3.576,Cocoa
2024-10-15,10:17,card,ANON-0000-0000-1166,3.576,Hot Chocolate
2024-10-15,17:04,card,ANON-0000-0000-0466,3.086,Americano with Milk
2024-10-15,20:59,card,ANON-0000-0000-0572,3.576,Latte
2024-10-15,14:12,card,ANON-0000-0000-0968,3.086,Americano with Milk
2024-10-15,08:52,card,ANON-0000-0000-0716,2.596,Americano
2024-10-16,11:25,card,ANON-0000-0000-0208,3.576,Latte
2024-10-16,08:09,card,ANON-0000-0000-1095,2.596,Americano
2024-10-16,08:13,cash,,3.576,Latte
2024-10-16,09:09,card,ANON-0000-0000-0201,3.576,Cappuccino
2024-10-16,11:08,card,ANON-0000-0000-0931,2.596,Americano
2024-10-16,12:59,card,ANON-0000-0000-1151,3.576,Cappuccino
2024-10-16,07:13,card,ANON-0000-0000-0307,2.596,Americano
2024-10-16,14:46,card,ANON-0000-0000-1049,3.086,Americano with Milk
2024-10-16,10:24,card,ANON-0000-0000-0052,3.576,Hot Chocolate
2024-10-16,16:47,card,ANON-0000-0000-0772,1.986,Espresso
2024-10-16,15:32,card,ANON-0000-0000-0748,3.576,Latte
2024-10-16,14:04,card,ANON-0000-0000-1025,3.576,Latte
2024-10-17,20:18,card,ANON-0000-0000-0715,2.596,Cortado
2024-10-17,18:34,card,ANON-0000-0000-0823,3.086,Americano with Milk
2024-10-17,14:42,card,ANON-0000-0000-0802,2.596,Americano
2024-10-17,13:12,card,ANON-0000-0000-0304,3.576,Cocoa
2024-10-17,19:40,card,ANON-0000-0000-0202,3.576,Hot Chocolate
2024-10-17,14:23,card,ANON-0000-0000-0297,1.986,Espresso
2024-10-17,20:03,card,ANON-0000-0000-0518,3.086,Americano with Milk
2024-10-17,12:14,cash,,2.596,Americano
2024-10-17,15:16,card,ANON-0000-0000-1011,3.576,Latte
2024-10-17,14:23,card,ANON-0000-0000-0618,2.596,Americano
2024-10-17,13:16,card,ANON-0000-0000-0399,2.596,Americano
2024-10-17,19:01,card,ANON-0000-0000-1093,2.596,Americano
2024-10-17,09:15,card,ANON-0000-0000-0123,3.576,Latte
2024-10-17,12:07,card,ANON-0000-0000-0557,2.596,Cortado
2024-10-17,13:07,card,ANON-0000-0000-0969,2.596,Americano
2024-10-17,18:41,card,ANON-0000-0000-0523,3.576,Latte
2024-10-17,17:17,card,ANON-0000-0000-0163,1.986,Espresso
2024-10-17,13:50,card,ANON-0000-0000-0383,1.986,Espresso
2024-10-17,17:26,card,ANON-0000-0000-0773,2.596,Americano
2024-10-17,12:22,card,ANON-0000-0000-0862,3.576,Cappuccino
2024-10-17,20:58,card,ANON-0000-0000-0264,2.596,Americano
2024-10-18,19:56,card,ANON-0000-0000-1106,3.576,Latte
2024-10-18,08:19,card,ANON-0000-0000-0165,3.086,Americano with Milk
2024-10-18,14:44,card,ANON-0000-0000-0628,3.086,Americano with Milk
2024-10-18,18:13,card,ANON-0000-0000-0617,3.576,Hot Chocolate
2024-10-18,10:48,card,ANON-0000-0000-0479,3.576,Cocoa
2024-10-18,14:06,card,ANON-0000-0000-0467,2.596,Cortado
2024-10-18,13:45,card,ANON-0000-0000-1135,3.086,Americano with Milk
2024-10-18,10:33,card,ANON-0000-0000-0494,3.576,Latte
2024-10-18,20:28,card,ANON-0000-0000-1139,2.596,Cortado
2024-10-18,08:22,card,ANON-0000-0000-1028,3.086,Americano with Milk
2024-10-18,08:33,card,ANON-0000-0000-0924,3.576,Hot Chocolate
2024-10-18,16:10,cash,,3.576,Cappuccino
2024-10-18,20:31,card,ANON-0000-0000-0328,2.596,Americano
2024-10-18,15:12,card,ANON-0000-0000-0481,3.576,Latte
2024-10-18,09:12,card,ANON-0000-0000-0046,3.576,Hot Chocolate
2024-10-19,16:44,cash,,2.596,Americano
2024-10-19,08:30,card,ANON-0000-0000-1180,3.576,Latte
2024-10-19,12:14,card,ANON-0000-0000-0656,2.596,Americano
2024-10-19,16:17,card,ANON-0000-0000-0594,2.596,Americano
2024-10-19,10:10,card,ANON-0000-0000-0300,2.596,Cortado
2024-10-19,12:53,card,ANON-0000-0000-0119,3.576,Latte
2024-10-19,19:39,card,ANON-0000-0000-0951,3.086,Americano with Milk
2024-10-19,11:19,card,ANON-0000-0000-0148,3.576,Latte
2024-10-20,15:14,card,ANON-0000-0000-0170,3.576,Hot Chocolate
2024-10-20,12:50,card,ANON-0000-0000-0516,3.086,Americano with Milk
2024-10-20,13:27,card,ANON-0000-0000-1048,3.086,Americano with Milk
2024-10-20,20:14,card,ANON-0000-0000-0578,3.576,Latte
2024-10-20,11:32,card,ANON-0000-0000-1177,3.086,Americano with Milk
2024-10-20,13:17,card,ANON-0000-0000-0723,3.576,Latte
2024-10-20,08:14,card,ANON-0000-0000-1184,3.576,Latte
2024-10-21,15:56,card,ANON-0000-0000-0789,2.596,Cortado
2024-10-21,10:58,card,ANON-0000-0000-0110,3.576,Latte
2024-10-21,09:06,card,ANON-0000-0000-0258,1.986,Espresso
2024-10-21,13:45,card,ANON-0000-0000-1159,3.086,Americano with Milk
2024-10-21,08:50,card,ANON-0000-0000-0578,2.596,Americano
2024-10-21,11:27,card,ANON-0000-0000-0606,3.576,Hot Chocolate
2024-10-21,09:46,cash,,3.576,Latte
2024-10-21,19:50,cash,,1.986,Espresso
2024-10-21,16:52,card,ANON-0000-0000-0006,2.596,Americano
2024-10-21,07:35,card,ANON-0000-0000-1112,2.596,Americano
2024-10-21,19:15,card,ANON-0000-0000-0409,3.086,Americano with Milk
2024-10-21,18:06,card,ANON-0000-0000-1098,3.576,Cappuccino
2024-10-21,16:32,card,ANON-0000-0000-0377,1.986,Espresso
2024-10-21,09:32,card,ANON-0000-0000-0639,3.576,Cappuccino
2024-10-22,11:26,card,ANON-0000-0000-0972,3.576,Latte
2024-10-22,10:54,card,ANON-0000-0000-0006,3.086,Americano with Milk
2024-10-22,09:00,card,ANON-0000-0000-1007,2.596,Cortado
2024-10-22,08:02,card,ANON-0000-0000-0359,3.576,Latte
2024-10-22,10:14,card,ANON-0000-0000-0265,2.596,Americano
2024-10-22,16:48,card,ANON-0000-0000-0605,3.086,Americano with Milk
2024-10-22,15:47,card,ANON-0000-0000-0738,3.086,Americano with Milk
2024-10-22,09:34,card,ANON-0000-0000-0042,2.596,Americano
2024-10-22,12:05,card,ANON-0000-0000-0829,2.596,Americano
2024-10-22,14:11,card,ANON-0000-0000-0634,3.576,Latte
2024-10-22,11:46,card,ANON-0000-0000-1081,2.596,Americano
2024-10-22,09:43,card,ANON-0000-0000-0284,3.576,Cappuccino
2024-10-22,08:50,card,ANON-0000-0000-0587,3.086,Americano with Milk
2024-10-23,14:47,card,ANON-0000-0000-1190,3.086,Americano with Milk
2024-10-23,11:13,card,ANON-0000-0000-0307,2.596,Americano
2024-10-23,16:55,card,ANON-0000-0000-1088,3.576,Latte
2024-10-23,11:25,card,ANON-0000-0000-0403,2.596,Americano
2024-10-23,07:51,card,ANON-0000-0000-0064,2.596,Americano
2024-10-23,17:44,card,ANON-0000-0000-0003,3.576,Hot Chocolate
2024-10-23,13:55,card,ANON-0000-0000-0837,3.576,Cocoa
2024-10-23,09:57,card,ANON-0000-0000-1188,2.596,Cortado
2024-10-23,17:30,card,ANON-0000-0000-0288,3.576,Latte
2024-10-23,17:20,cash,,3.576,Latte
2024-10-23,18:17,card,ANON-0000-0000-0789,3.576,Cocoa
2024-10-23,12:23,card,ANON-0000-0000-0944,3.576,Cappuccino
2024-10-23,13:05,card,ANON-0000-0000-0492,3.086,Americano with Milk
2024-10-23,08:25,card,ANON-0000-0000-0010,3.086,Americano with Milk
2024-10-23,09:23,card,ANON-0000-0000-1093,3.576,Cappuccino
2024-10-23,14:15,card,ANON-0000-0000-1068,2.596,Americano
2024-10-23,16:57,card,ANON-0000-0000-1158,3.576,Hot Chocolate
2024-10-23,08:52,card,ANON-0000-0000-1192,3.576,Cappuccino
2024-10-23,15:03,card,ANON-0000-0000-0559,3.576,Cocoa
2024-10-23,12:25,card,ANON-0000-0000-0637,3.576,Latte
2024-10-23,12:18,card,ANON-0000-0000-0886,3.086,Americano with Milk
2024-10-23,12:49,card,ANON-0000-0000-0915,1.986,Espresso
2024-10-23,18:42,card,ANON-0000-0000-0173,3.576,Hot Chocolate
2024-10-24,15:25,card,ANON-0000-0000-0241,3.576,Latte
2024-10-24,10:13,card,ANON-0000-0000-0993,3.576,Cocoa
2024-10-24,19:19,card,ANON-0000-0000-0471,3.576,Latte
2024-10-24,08:47,card,ANON-0000-0000-1035,3.086,Americano with Milk
2024-10-24,20:46,card,ANON-0000-0000-0456,3.576,Cappuccino
2024-10-24,17:42,card,ANON-0000-0000-0348,2.596,Americano
2024-10-24,14:09,card,ANON-0000-0000-1191,3.576,Latte
2024-10-24,17:45,card,ANON-0000-0000-1069,2.596,Cortado
2024-10-24,14:45,card,ANON-0000-0000-0258,3.086,Americano with Milk
2024-10-24,11:54,card,ANON-0000-0000-0736,1.986,Espresso
2024-10-24,19:50,card,ANON-0000-0000-0002,3.576,Cappuccino
2024-10-24,12:56,card,ANON-0000-0000-0876,2.596,Cortado
2024-10-24,19:36,card,ANON-0000-0000-1089,3.086,Americano with Milk
2024-10-24,09:09,card,ANON-0000-0000-0634,3.576,Cappuccino
2024-10-25,16:10,card,ANON-0000-0000-0065,2.596,Cortado
2024-10-25,12:04,card,ANON-0000-0000-0049,2.596,Cortado
2024-10-25,11:48,card,ANON-0000-0000-0842,3.576,Latte
2024-10-25,12:06,card,ANON-0000-0000-0799,3.576,Cappuccino
2024-10-25,07:59,card,ANON-0000-0000-0882,3.576,Cocoa
2024-10-25,11:42,card,ANON-0000-0000-0316,3.576,Cappuccino
2024-10-25,14:59,card,ANON-0000-0000-0528,3.576,Cappuccino
2024-10-25,19:05,card,ANON-0000-0000-1113,2.596,Americano
2024-10-25,09:38,card,ANON-0000-0000-0683,2.596,Americano
2024-10-25,14:08,card,ANON-0000-0000-0976,3.576,Latte
2024-10-25,19:11,card,ANON-0000-0000-0676,3.086,Americano with Milk
2024-10-25,17:34,card,ANON-0000-0000-0249,3.576,Latte
2024-10-25,16:32,card,ANON-0000-0000-1036,1.986,Espresso
2024-10-25,09:48,card,ANON-0000-0000-0213,3.576,Cappuccino
2024-10-26,17:11,card,ANON-0000-0000-0905,3.576,Cappuccino
2024-10-26,14:45,card,ANON-0000-0000-0692,3.576,Cappuccino
2024-10-26,19:20,card,ANON-0000-0000-1192,3.576,Cappuccino
2024-10-26,19:26,cash,,3.576,Latte
2024-10-26,19:58,card,ANON-0000-0000-0972,2.596,Americano
2024-10-26,19:37,card,ANON-0000-0000-0544,3.576,Hot Chocolate
2024-10-26,09:46,card,ANON-0000-0000-0387,2.596,Americano
2024-10-27,18:17,card,ANON-0000-0000-0803,3.576,Cocoa
2024-10-27,14:13,card,ANON-0000-0000-1020,2.596,Cortado
2024-10-27,12:54,card,ANON-0000-0000-0942,3.086,Americano with Milk
2024-10-27,10:41,card,ANON-0000-0000-0888,3.576,Cocoa
2024-10-27,07:52,card,ANON-0000-0000-0654,3.576,Hot Chocolate
2024-10-27,11:19,card,ANON-0000-0000-0658,3.086,Americano with Milk
2024-10-27,17:38,card,ANON-0000-0000-0002,3.576,Latte
2024-10-27,14:57,card,ANON-0000-0000-0643,3.086,Americano with Milk
2024-10-28,07:41,card,ANON-0000-0000-1013,3.576,Cappuccino
2024-10-28,09:33,card,ANON-0000-0000-1161,3.086,Americano with Milk
2024-10-28,19:45,card,ANON-0000-0000-0791,2.596,Cortado
2024-10-28,20:12,card,ANON-0000-0000-0619,2.596,Americano
2024-10-28,20:26,card,ANON-0000-0000-0328,3.086,Americano with Milk
2024-10-28,13:44,card,ANON-0000-0000-0405,3.576,Latte
2024-10-28,09:11,card,ANON-0000-0000-1114,2.596,Americano
2024-10-28,13:33,card,ANON-0000-0000-0026,2.596,Americano
2024-10-28,09:28,card,ANON-0000-0000-1175,3.576,Cappuccino
2024-10-29,16:27,card,ANON-0000-0000-1144,3.576,Latte
2024-10-29,09:30,card,ANON-0000-0000-0239,3.576,Cappuccino
2024-10-29,11:20,card,ANON-0000-0000-0859,1.986,Espresso
2024-10-29,12:33,cash,,3.576,Latte
2024-10-29,09:50,card,ANON-0000-0000-0725,3.576,Latte
2024-10-29,15:48,card,ANON-0000-0000-0830,3.576,Latte
2024-10-29,10:02,card,ANON-0000-0000-0816,3.576,Cappuccino
2024-10-29,14:58,card,ANON-0000-0000-0424,1.986,Espresso
2024-10-29,14:28,card,ANON-0000-0000-0219,3.086,Americano with Milk
2024-10-29,11:45,card,ANON-0000-0000-1150,2.596,Americano
2024-10-29,11:09,card,ANON-0000-0000-0050,3.086,Americano with Milk
2024-10-29,17:13,card,ANON-0000-0000-1049,2.596,Americano
2024-10-29,15:25,card,ANON-0000-0000-0359,3.086,Americano with Milk
2024-10-30,15:12,card,ANON-0000-0000-1106,3.086,Americano with Milk
2024-10-30,08:19,card,ANON-0000-0000-0640,3.086,Americano with Milk
2024-10-30,14:34,card,ANON-0000-0000-0311,3.576,Latte
2024-10-30,15:31,card,ANON-0000-0000-0066,3.576,Cocoa
2024-10-30,09:06,card,ANON-0000-0000-0469,3.576,Cappuccino
2024-10-30,11:55,card,ANON-0000-0000-0211,2.596,Americano
2024-10-30,14:34,card,ANON-0000-0000-0651,3.086,Americano with Milk
2024-10-30,07:47,card,ANON-0000-0000-1020,3.576,Latte
2024-10-30,18:20,card,ANON-0000-0000-1110,3.576,Cappuccino
2024-10-30,09:48,card,ANON-0000-0000-0802,3.576,Cappuccino
2024-10-30,16:16,card,ANON-0000-0000-0873,3.576,Cocoa
2024-10-30,14:30,card,ANON-0000-0000-0910,1.986,Espresso
2024-10-30,07:17,card,ANON-0000-0000-0951,3.576,Cocoa
2024-10-30,17:11,card,ANON-0000-0000-0500,3.576,Cocoa
2024-10-30,08:37,card,ANON-0000-0000-0449,3.086,Americano with Milk
2024-10-30,09:41,card,ANON-0000-0000-0732,3.576,Hot Chocolate
2024-10-30,14:15,card,ANON-0000-0000-0789,3.576,Cappuccino
2024-10-30,19:25,cash,,3.576,Latte
2024-10-30,15:21,card,ANON-0000-0000-0623,3.086,Americano with Milk
2024-10-31,17:36,card,ANON-0000-0000-1178,3.086,Americano with Milk
2024-10-31,11:58,card,ANON-0000-0000-0175,2.596,Americano
2024-10-31,10:24,card,ANON-0000-0000-0556,3.576,Cocoa
2024-10-31,12:25,cash,,2.596,Americano
2024-10-31,13:43,card,ANON-0000-0000-0076,3.576,Latte
2024-10-31,14:45,card,ANON-0000-0000-0590,3.576,Hot Chocolate
2024-10-31,10:28,card,ANON-0000-0000-0069,3.576,Cocoa
2024-10-31,14:06,card,ANON-0000-0000-0369,2.596,Americano
2024-10-31,20:21,card,ANON-0000-0000-0991,3.576,Latte
2024-10-31,17:19,card,ANON-0000-0000-0583,3.576,Cocoa
2024-10-31,11:53,card,ANON-0000-0000-0777,3.576,Cappuccino
2024-10-31,20:12,card,ANON-0000-0000-0355,2.596,Americano
2024-10-31,11:45,card,ANON-0000-0000-0791,3.576,Hot Chocolate
2024-10-31,13:29,cash,,1.986,Espresso
2024-11-01,10:46,card,ANON-0000-0000-0176,2.596,Americano
2024-11-01,15:01,card,ANON-0000-0000-1179,2.596,Americano
2024-11-01,08:52,card,ANON-0000-0000-0594,3.576,Cocoa
2024-11-01,08:03,card,ANON-0000-0000-1046,2.596,Cortado
2024-11-01,10:35,card,ANON-0000-0000-0558,3.576,Hot Chocolate
2024-11-01,09:08,card,ANON-0000-0000-0052,3.086,Americano with Milk
2024-11-01,11:13,card,ANON-0000-0000-0959,3.576,Cappuccino
2024-11-01,08:37,card,ANON-0000-0000-0797,3.576,Latte
2024-11-01,13:25,card,ANON-0000-0000-1078,3.086,Americano with Milk
2024-11-01,19:13,card,ANON-0000-0000-0159,2.596,Americano
2024-11-01,10:27,card,ANON-0000-0000-0671,3.576,Latte
2024-11-01,10:16,card,ANON-0000-0000-0910,3.086,Americano with Milk
2024-11-01,09:43,card,ANON-0000-0000-0889,3.576,Hot Chocolate
2024-11-01,20:31,cash,,3.576,Cappuccino
2024-11-01,16:44,card,ANON-0000-0000-1156,2.596,Americano
2024-11-02,15:11,card,ANON-0000-0000-1120,3.576,Latte
2024-11-02,08:23,card,ANON-0000-0000-0999,3.576,Latte
2024-11-02,13:03,card,ANON-0000-0000-0407,2.596,Americano
2024-11-02,09:56,card,ANON-0000-0000-0125,3.576,Latte
2024-11-02,17:21,card,ANON-0000-0000-0197,3.086,Americano with Milk
2024-11-02,09:09,card,ANON-0000-0000-1135,3.576,Cocoa
2024-11-02,13:39,card,ANON-0000-0000-1171,3.576,Cappuccino
2024-11-02,08:04,cash,,3.576,Hot Chocolate
2024-11-02,18:26,card,ANON-0000-0000-0629,3.576,Hot Chocolate
2024-11-02,15:05,card,ANON-0000-0000-0324,2.596,Americano
2024-11-02,13:14,card,ANON-0000-0000-1192,3.576,Latte
2024-11-02,13:04,card,ANON-0000-0000-0797,3.086,Americano with Milk
2024-11-02,12:12,card,ANON-0000-0000-0661,3.576,Cappuccino
2024-11-02,15:16,card,ANON-0000-0000-0621,3.576,Latte
2024-11-02,08:00,card,ANON-0000-0000-0571,2.596,Cortado
2024-11-03,09:05,card,ANON-0000-0000-0230,3.086,Americano with Milk
2024-11-03,13:47,card,ANON-0000-0000-0200,3.576,Latte
2024-11-03,07:53,card,ANON-0000-0000-1120,3.576,Latte
2024-11-03,15:51,card,ANON-0000-0000-0094,1.986,Espresso
2024-11-03,10:25,card,ANON-0000-0000-1017,3.576,Cappuccino
2024-11-03,08:10,card,ANON-0000-0000-0439,3.576,Cocoa
2024-11-03,12:58,card,ANON-0000-0000-0831,1.986,Espresso
2024-11-03,11:09,card,ANON-0000-0000-1179,2.596,Americano
2024-11-03,13:11,card,ANON-0000-0000-0083,3.576,Hot Chocolate
2024-11-04,11:24,card,ANON-0000-0000-1112,3.576,Latte
2024-11-04,15:41,card,ANON-0000-0000-0541,2.596,Americano
2024-11-04,13:54,card,ANON-0000-0000-0516,3.576,Latte
2024-11-04,13:45,card,ANON-0000-0000-0249,3.576,Latte
2024-11-04,09:45,card,ANON-0000-0000-0262,3.576,Latte
2024-11-04,08:17,card,ANON-0000-0000-0949,2.596,Americano
2024-11-04,19:35,card,ANON-0000-0000-0883,2.596,Americano
2024-11-04,10:24,card,ANON-0000-0000-1191,2.596,Americano
2024-11-04,09:22,card,ANON-0000-0000-0922,2.596,Americano
2024-11-04,11:22,card,ANON-0000-0000-1197,3.576,Latte
2024-11-04,08:05,card,ANON-0000-0000-1103,2.596,Americano
2024-11-04,08:21,card,ANON-0000-0000-0271,3.086,Americano with Milk
2024-11-04,07:25,card,ANON-0000-0000-0344,3.576,Latte
2024-11-05,07:34,card,ANON-0000-0000-0109,3.576,Latte
2024-11-05,09:07,card,ANON-0000-0000-1162,3.576,Cappuccino
